Date,Open,High,Low,Close,Adj Close,Volume
2023-01-01,150.2961039170683,150.51510482955868,149.35989167082462,150.49671415301123,150.49671415301123,7353385
2023-01-02,150.47049609274526,151.38479489930577,150.30647856818857,150.35844985184005,150.35844985184005,5952075
2023-01-03,151.01243459033162,151.13018567322177,150.46484205463966,151.00613838994073,151.00613838994073,4898606
2023-01-04,152.5780062956232,153.15452277113747,151.82010772689785,152.52916824634877,152.52916824634877,3878117
2023-01-05,151.9085099796977,152.56907009231264,151.03754085595162,152.29501487162543,152.29501487162543,5481617
2023-01-06,152.0731330018057,152.62731100432148,151.3467909825438,152.06087791467624,152.06087791467624,8374626
2023-01-07,153.88908987580635,154.5405102641582,152.83836264711383,153.64009073018363,153.64009073018363,6287913
2023-01-08,155.13309726323405,155.96283906694126,154.06807526679373,154.40752545933654,154.40752545933654,4733149
2023-01-09,154.4176864864442,154.62410775820481,153.1232259596551,153.9380510734016,153.9380510734016,6316741
2023-01-10,155.55720234574335,155.56819817440183,154.4004962706029,154.48061111698757,154.48061111698757,3804802
2023-01-11,153.63351964273107,154.1540790542439,152.73870298667055,154.0171934241751,154.0171934241751,5157263
2023-01-12,153.9876239889652,154.8876426308133,153.0038712944511,153.55146367060485,153.55146367060485,5488198
2023-01-13,153.88509694504003,154.75898702260255,152.97612817220838,153.79342594217087,153.79342594217087,3733460
2023-01-14,152.97504716412192,153.57246026629224,151.4278274129948,151.8801456975131,151.8801456975131,8084609
2023-01-15,149.7510787223225,150.75574472543371,149.10750102712598,150.15522786500006,150.15522786500006,7216538
2023-01-16,149.17307941466868,150.25797701030532,148.64667675373258,149.59294033575907,149.59294033575907,5115362
2023-01-17,148.28041289270263,148.7554804940481,147.5488233709473,148.58010921542464,148.58010921542464,2252557
2023-01-18,147.832408685865,149.80876849394488,147.7507787038344,148.8943565480199,148.8943565480199,2490687
2023-01-19,147.72345496165832,148.40510299739077,147.66310287766777,147.9863324724987,147.9863324724987,5057025
2023-01-20,146.1944624403866,146.95716729941293,145.94735920637643,146.57402877116343,146.57402877116343,6272864
2023-01-21,148.11487443332308,148.6337921386059,147.88013285997178,148.03967754008497,148.03967754008497,4788963
2023-01-22,147.98477922748702,148.03174519426207,146.94211767300624,147.81390123959844,147.81390123959844,4874910
2023-01-23,148.8195148638943,148.98579823265038,147.66221545692832,147.88142944428637,147.88142944428637,4368045
2023-01-24,146.93189317716593,147.6699267935923,145.48081600225376,146.4566812580729,146.4566812580729,6185773
2023-01-25,145.62384670571652,145.99509720147284,145.28695091394542,145.91229853354773,145.91229853354773,5832691
2023-01-26,145.57401378758343,146.62637323272398,145.39189587189472,146.0232211232576,146.0232211232576,1968616
2023-01-27,145.11818713158854,145.36353624126986,144.08252903869283,144.8722275458353,144.8722275458353,5217733
2023-01-28,144.58780896067063,145.63722117822292,143.92910118516974,145.24792556418095,145.24792556418095,8914520
2023-01-29,145.56301625718933,145.85170999396004,144.14909115780904,144.64728687426216,144.64728687426216,2490036
2023-01-30,144.9453131848295,145.30098590129444,143.80022957353123,144.35559312446887,144.35559312446887,3869729
2023-01-31,143.51929868618714,144.47293241742375,142.80009690791488,143.7538865122395,143.7538865122395,8585159
2023-02-01,144.74959743220296,145.90328641237159,144.52114269087167,145.6061646967484,145.6061646967484,8179156
2023-02-02,146.26960365909318,146.83600829939007,144.59633355595372,145.59266747201048,145.59266747201048,9944718
2023-02-03,144.47768662042827,145.01100694525368,143.50289345828148,144.5349565430546,144.5349565430546,8904428
2023-02-04,145.9764096111445,146.64008077650715,144.70717576881083,145.35750145515777,145.35750145515777,5202271
2023-02-05,143.33944397578958,145.07348754451152,143.13990152486042,144.13665780518676,144.13665780518676,5042879
2023-02-06,144.0458338887146,145.07809349740174,143.3656056462833,144.3455214001915,144.3455214001915,3322523
2023-02-07,142.38847312617082,142.6034135047616,142.31365286733256,142.38585127631174,142.38585127631174,5746771
2023-02-08,141.08115552429567,141.11233865935696,141.0270127252075,141.0576652274133,141.0576652274133,9640145
2023-02-09,141.02949372754279,141.51679050758224,140.77181083903156,141.25452646328242,141.25452646328242,2756124
2023-02-10,142.30441800945158,142.89949594015184,141.5303700865385,141.99299304327783,141.99299304327783,1841531
2023-02-11,141.63055110977652,142.21578713795208,140.76227860436813,142.16436132446782,142.16436132446782,1864645
2023-02-12,141.9775232995689,142.54507928928078,141.25035422980258,142.04871304207956,142.04871304207956,2428127
2023-02-13,141.8077571623462,142.40460001126308,141.0049028252903,141.74760934649026,141.74760934649026,6130076
2023-02-14,140.5263067731522,140.86055066396918,139.84359402167476,140.26908735612284,140.26908735612284,9859690
2023-02-15,139.90505058677257,140.67596279051838,139.20330815518116,139.54924314772813,139.54924314772813,5254849
2023-02-16,138.52628333084942,139.19520262990213,138.15524456786483,139.08860437676836,139.08860437676836,8574587
2023-02-17,139.37866951761947,140.2208643847231,138.39101995388341,140.14572660298728,140.14572660298728,7515350
2023-02-18,141.12818330350498,141.85637205970858,140.44923570114324,140.48934489255572,140.48934489255572,9336900
2023-02-19,138.8924617431828,139.387953059389,137.85927324107055,138.726304737193,138.726304737193,2615777
2023-02-20,138.67614543830953,139.73879110301553,138.09747002973714,139.0503887065878,139.0503887065878,4512664
2023-02-21,139.44088241393274,139.8757097525365,138.22669100698187,138.66530642617147,138.66530642617147,1973181
2023-02-22,138.04622174301196,138.29262377625105,137.26312676545038,137.98838442586552,137.98838442586552,2491633
2023-02-23,139.1897093067383,140.00881162441252,138.11339177328168,138.6000607147064,138.6000607147064,3061774
2023-02-24,139.6648194779074,140.46423535687637,138.75763699912068,139.63106023720235,139.63106023720235,3790358
2023-02-25,141.59271431875953,142.28741078961397,139.66163849230728,140.56234035631854,140.56234035631854,4860562
2023-02-26,140.6007932543175,140.87293839154745,139.30140190622242,139.72312283309589,139.72312283309589,7976610
2023-02-27,139.28942838300514,140.00414112411374,139.0126005857701,139.41391045724467,139.41391045724467,2765524
2023-02-28,140.23095936412543,140.59193326106546,139.15282356005488,139.74517388864825,139.74517388864825,2250632
2023-03-01,141.0434069905632,141.13498906388983,139.80835567015393,140.7207190157706,140.7207190157706,7210715
2023-03-02,140.92586055669148,141.8431741321537,140.03088258891964,140.2415447779253,140.2415447779253,9526086
2023-03-03,139.57342407097144,140.19270443218045,138.95045748740796,140.0558858012615,140.0558858012615,4243087
2023-03-04,139.2925765572547,140.2428139110755,138.31799060716295,138.94955082725548,138.94955082725548,1909711
2023-03-05,138.28255644659959,138.72856221955755,137.02023118075954,137.7533442031748,137.7533442031748,4711584
2023-03-06,137.68650028235743,138.7510029544076,137.55493259723016,138.56587002556898,138.56587002556898,7913283
2023-03-07,139.33048079780693,140.46401100151817,138.61465583312483,139.9221100541398,139.9221100541398,2619715
2023-03-08,138.83048384367945,140.7230457684359,137.9214513230138,139.8500999325595,139.8500999325595,3590310
2023-03-09,140.71892941322923,141.58585771686109,140.53924630435898,140.85363283045152,140.85363283045152,7314768
2023-03-10,141.57403998339714,142.3806011312586,140.97772553057527,141.21526885549915,141.21526885549915,9324454
2023-03-11,141.32132762694204,141.98011099365274,139.59875400685237,140.570149100894,140.570149100894,9815995
2023-03-12,140.96859209661233,141.66086866113017,140.75056775369293,140.93154470640243,140.93154470640243,7726451
2023-03-13,143.28388904565404,144.13308469721935,141.6151961794988,142.4695812728684,142.4695812728684,9064220
2023-03-14,141.74370450465102,142.68342324261764,141.251426648203,142.43375523375846,142.43375523375846,2544613
2023-03-15,143.14670766989488,144.4878238532156,142.8994765954917,143.99839888957246,143.99839888957246,2297638
2023-03-16,141.35087993603437,141.5998632273023,140.48013003476186,141.3786537854827,141.3786537854827,8134897
2023-03-17,142.39258901432757,143.38025702232423,141.75525103485526,142.20055628985793,142.20055628985793,8748670
2023-03-18,142.27125598404905,143.23166269778272,141.75643863011936,142.2876033580961,142.2876033580961,3430525
2023-03-19,140.9548749576103,142.02802281899875,140.59564158821053,141.98859600763024,141.98859600763024,8439103
2023-03-20,142.03579676440933,142.78593195668142,141.4428459129744,142.08035678416573,142.08035678416573,3456070
2023-03-21,139.44055311931243,141.01803618698054,139.2770292467274,140.09278786956486,140.09278786956486,9878234
2023-03-22,140.20795225614233,140.38852760126966,139.48203444507556,139.87311598172732,139.87311598172732,1288859
2023-03-23,140.4135276762875,140.9814729068401,139.2608162309038,140.23022855323907,140.23022855323907,6008341
2023-03-24,141.23818270481692,142.62361089556865,140.9800492721158,141.7081225979806,141.7081225979806,5749766
2023-03-25,140.9329189210386,141.22379835829275,140.27618225649732,141.18985237970696,141.18985237970696,2546236
2023-03-26,139.85175201586927,141.07877904406058,139.52656195164457,140.38135877681376,140.38135877681376,9982913
2023-03-27,139.84826218459264,140.1769507406018,139.07478905890605,139.87960173322924,139.87960173322924,5257341
2023-03-28,141.2725750111819,142.19697120655843,140.66413019021294,140.7950038509313,140.7950038509313,4759834
2023-03-29,140.6308919374232,142.09481320575637,139.66107089234467,141.123754960591,141.123754960591,3627988
2023-03-30,140.84601801458288,141.7902845036963,140.14020521544032,140.59399475682395,140.59399475682395,6477093
2023-03-31,140.84213338075108,141.58147640659476,140.60608291740462,141.1072621899373,141.1072621899373,9592974
2023-04-01,140.80790332315416,142.06638239027464,140.73440657582415,141.20433973928533,141.20433973928533,1502420
2023-04-02,142.11946954984097,143.0175341283533,141.94971164475342,142.17298472981824,142.17298472981824,6529046
2023-04-03,140.95331047473118,141.79003210918412,140.43353652617517,141.47093163594087,141.47093163594087,2679161
2023-04-04,140.86644483666953,141.9721849634938,140.52944166023823,141.1432694893431,141.1432694893431,1660902
2023-04-05,140.15222238991652,140.78816897092642,139.3233390240339,140.75116133621094,140.75116133621094,8562116
2023-04-06,140.27000895453702,140.86627883301907,138.85675886441703,139.28764638807883,139.28764638807883,2538112
2023-04-07,139.60139844112928,139.83140727841698,139.33505239255578,139.5837666651434,139.5837666651434,2726676
2023-04-08,139.494959183327,139.96538882310057,138.877814196723,139.8448219373233,139.8448219373233,2685996
2023-04-09,139.95692534933286,140.03387855096207,139.1431581770803,139.84993539396575,139.84993539396575,4246417
2023-04-10,139.55918423574522,140.31163703646877,139.39214232784428,139.61534826059062,139.61534826059062,2352144
2023-04-11,138.08949271877358,138.53985248230828,137.92187350248525,138.1999775185402,138.1999775185402,2551330
2023-04-12,138.08641554579654,138.8111823173253,137.7426607688413,137.77933219577483,137.77933219577483,1971248
2023-04-13,137.81537153427172,137.88072787507065,136.70021566418242,137.43661767924806,137.43661767924806,5657851
2023-04-14,136.36908983622118,136.94963074785707,135.70528530859937,136.63434041002645,136.63434041002645,7695306
2023-04-15,136.1851455780381,137.0125459907358,135.71051470228826,136.47305469836044,136.47305469836044,6378750
2023-04-16,136.73957970659916,137.66782872001394,135.89540925762995,136.87710555517498,136.87710555517498,3607411
2023-04-17,137.61233087401772,139.08204395931756,136.80666072106766,138.7632914563855,138.7632914563855,2693439
2023-04-18,138.18027373811807,139.56376064565436,137.59491937372132,138.93786926921734,138.93786926921734,2831094
